zip_code_of_location_of_base-station,Normalized Lyapunov Exponents,Normalized Average Mobility factor,latitude,longitude,Data_Rate_normalized
95833,-0.31253,0.0066998,38.622794,-121.499173,-0.44913
95823,-1.469,0.0066998,38.502254,-121.451444,-0.4415
95758,-0.31253,0.0066998,38.433919,-121.422347,-0.43468
95833,-0.31253,0.0066998,38.62457,-121.486913,-0.43287
95624,0.84397,0.0066998,38.44574,-121.3725,-0.41408
95823,0.84397,0.0066998,38.45073,-121.427528,-0.39493
95628,-0.31253,-1.4622,38.667254,-121.240708,-0.35518
95648,0,0,38.88417,-121.270222,-0.33349
95834,-0.31253,0.0066998,38.634335,-121.486098,-0.32844
95820,-0.31253,-1.4622,38.530144,-121.43749,-0.32627
95628,-0.31253,-1.4622,38.66745,-121.2364,-0.32627
95621,0.84397,1.4756,38.699714,-121.311635,-0.32023
95838,0.84397,0.0066998,38.649258,-121.465308,-0.31904
95662,-0.31253,0.0066998,38.687006,-121.254319,-0.31001
95832,-0.31253,0.0066998,38.477568,-121.492574,-0.30693
95823,-0.31253,0.0066998,38.46734,-121.419843,-0.27929
95621,-0.31253,-1.4622,38.700717,-121.3133,-0.26122
95838,-0.31253,0.0066998,38.651386,-121.45042,-0.24677
95758,-0.31253,0.0066998,38.42442,-121.440357,-0.24677
95624,-0.31253,0.0066998,38.452075,-121.366461,-0.24677
95691,0,0,38.569943,-121.527539,-0.24605
95835,-0.31253,0.0066998,38.68197,-121.500025,-0.23572
95624,0.84397,0.0066998,38.438818,-121.37443,-0.21244
95842,0.84397,1.4756,38.68607,-121.342369,-0.21063
95818,-1.469,0.0066998,38.555781,-121.485331,-0.21063
95608,-0.31253,0.0066998,38.623372,-121.347665,-0.20413
95758,-1.469,0.0066998,38.424421,-121.443915,-0.19618
95815,-1.469,-1.4622,38.612694,-121.456669,-0.18915
95747,-0.31253,0.0066998,38.737882,-121.308142,-0.18714
95660,-0.31253,-1.4622,38.694279,-121.373395,-0.18665
95632,-0.31253,0.0066998,38.259708,-121.311616,-0.17922
95624,0.84397,0.0066998,38.444,-121.370993,-0.16366
95843,-0.31253,0.0066998,38.722959,-121.347115,-0.16004
95828,-0.31253,0.0066998,38.467836,-121.410366,-0.15281
95624,-0.31253,0.0066998,38.451398,-121.366614,-0.13113
95828,-0.31253,-1.4622,38.508217,-121.411207,-0.13098
95610,-0.31253,0.0066998,38.715423,-121.246743,-0.10945
95757,-0.31253,0.0066998,38.390893,-121.437821,-0.10371
95758,-0.31253,0.0066998,38.424497,-121.426595,-0.10222
95678,-0.31253,0.0066998,38.793152,-121.290025,-0.10222
95608,0.84397,0.0066998,38.665104,-121.315901,-0.10222
95632,0.84397,0.0066998,38.289544,-121.284607,-0.10222
95842,0.84397,0.0066998,38.69674,-121.350519,-0.080542
95834,0,0,38.631026,-121.501879,-0.073315
95821,-0.31253,-1.4622,38.629468,-121.376445,-0.073315
95660,-0.31253,-1.4622,38.70355,-121.375103,-0.071494
95682,-0.31253,0.0066998,38.69757,-120.995739,-0.069701
95662,-0.31253,-1.4622,38.703056,-121.235221,-0.066088
95757,-0.31253,0.0066998,38.389756,-121.446246,-0.044406
95648,-0.31253,0.0066998,38.897814,-121.324691,-0.036984
95823,0.84397,0.0066998,38.467936,-121.445477,-0.033565
95823,0.84397,0.0066998,38.445342,-121.441504,-0.029951
95758,-0.31253,0.0066998,38.417382,-121.484325,-0.029951
95829,0.84397,1.4756,38.457679,-121.35962,-0.012425
95823,-0.31253,0.0066998,38.499893,-121.45889,-0.0010426
95610,-0.31253,0.0066998,38.708824,-121.256803,0.0061846
95758,0.84397,0.0066998,38.417,-121.397424,0.00836
95762,-0.31253,0.0066998,38.655245,-121.075915,0.011518
